所述 的 导入 篮 ( 13 ) 在 方导柱 ( 10 ) 上 可作 垂直 运动 。 ||| the introduction of the basket ( 13 ) in the 方导柱 ( 10 ) can be done on the vertical movement .
本发明 易 扩充 且 成本低 。 ||| the present invention is easily extended and at a low cost .
通过 本发明 , 降低 了 网络 拥塞 率 。 ||| by the present invention , reduce the network congestion rate .
本发明 公开 了 一种 注册 方法 、 系统 和 设备 , 属于 无线通信 注册 领域 。 ||| the present invention discloses a registration method , system and device registration , belongs to the field of wireless communications .
本发明 的 体积 可以 控制 在 极小 的 范围 内 , 并且 其 所 带 有的 电压 并 不会 对 人体 产生 危害 。 ||| the volume of the present invention may be controlled within a very small range , and which is carried by the voltage does not detrimental to the human body .
本发明 能 使 处于 非 连续 接收 状态 下 的 用户 设备 以 更 长 的 周期 侦听 PDCCH , 从而 使 用户 设备 更 省电 。 ||| the present invention enables a is in a discontinuous reception state of a user equipment to a longer period listens to the pdcch , thereby enabling the user equipment more power savings .
本发明 还 公开 了 一种 互通 网关 设备 。 ||| the present invention also discloses an interworking gateway device .
本发明 提出 了 一种 基于 P2P 的 文件 分发 系统 及 分片 方法 。 ||| the present invention proposes a p2p file based on the distribution system and slicing method .
本发明 提出 的 安全 访问 WAPI 网络 的 方法 、 装置 及 系统 , 通过 双重 认证 , 提高 WAPI 网络 访问 的 安全性 。 ||| the present invention proposes a security access network wapi method , device , and system through a dual authentication , enhanced wapi network access security .
相应 的 , 基站 接收 基站 控制 设备 发送 的 PRACH 参数 , 根据 PRACH 参数 判断 是否 允许 相应 小区 中 的 用户 设备 进行 随机 接入 。 ||| accordingly , the base station receives the base station control device transmits a prach parameters , according to the prach parameters allow judges whether or not the corresponding user equipment in a cell for random access .
本发明 公开 了 一种 干扰 测量 参考 信息 的 通知 方法 、 干扰 测量方法 及 装置 , 基站 通知 终端 干扰 测量 参考 信息 , 干扰 测量 参考 信息 中 指定 干扰 测量 使用 的 参考 信号 、 和 / 或 干扰 测量 的 参考 资源 位置 。 ||| the present invention discloses a interference measurements of the reference information notice method , an interference measurement method and apparatus , the base station notifies the terminal interference measurement reference information , with reference to the information specified in the interference measurement is measured using interference of the reference signal , and / or interference measured reference resource location .
公开 了 一种 熵 解码 方法 和 装置 。 ||| discloses an entropy decoding method and apparatus .
宽带 网络 策略服务器 , 用于 向 家庭 网关 传递 本地 控制 访问 列表 信息 。 ||| the broadband network policy server , to the home gateway device for delivering local access control list information .
接入 控制器 , 包括 建立 模块 、 查找 模块 和 发送 模块 。 ||| the access controller , comprising establishing a module , a lookup module and a transmit module .
判断 模块 通过 电压 检测 模块 测量 的 电压 值 识别 不同 类型 的 传输线 , 并 由 控制 模块 实现 不同 传输线 的 自 适应 。 ||| the decision block by the voltage detecting module measured voltage values identifying different types of transmission lines , and is different from the control module to implement the adaptation of the transmission line .
本发明 公开 了 一种 配置 小区 信息 的 方法 和 装置 。 ||| the present invention discloses a configuration method and apparatus of the cell information .
本发明 实施 例 提供 的 无线通讯 装置 包括 : 至少 一个 基带 接口 模块 , 用于 转发 接收 到 的 HTML 命令 ; 基带 模块 , 用于 通过 所述 基带 接口 模块 接收 HTML 命令 , 将 接收 到 的 HTML 命令 转换成 可编程 语言 命令 , 并 根据 所述 可编程 语言 命令 执行 操作 。 ||| embodiments of the present invention provides a wireless communication apparatus comprising : at least one baseband interface module for forwarding the received html commands ; a baseband module for use by said baseband interface module receives the html command , the received html command into a programmable language commands , and according to the programmable language commands to perform operations .
本发明 实施 例 能够 实现 对 IP 网络 中 发生 故障 的 链路 进行 准确 定位 。 ||| embodiments of the present invention is capable of effecting a malfunction occurs in the ip network for accurate positioning of the link .
媒体 接入 控制 芯片 设置 为 : 保存 所述 上行 数据 及 及 所述 上行 数据 对应 的 时钟 信号 。 ||| the medium access control chip set to : store the uplink data and the corresponding uplink data and a clock signal .
本发明 实施 例 提供 一种 通用 鉴 权 架构 下 的 用户 设备 鉴 权 方法 和 鉴 权 装置 。 ||| embodiments of the present invention provides a generic authentication architecture at a user equipment authentication method and the authentication device .
为 解决 现有 技术 不能 灵活 的 配置 操作 管理 维护 属性 的 问题 而 发明 。 ||| to solve the prior art cannot flexible configuration operation management service attributes and the problem of the invention .
与 现有 技术 中 , TCP 报文 任何时刻 直接 从 服务器 经由 转发 设备 发送至 客户端 来说 , 节省 了 服务器 至 转发 设备 之间 的 带宽 , 进而 降低 了 网络 拥塞 , 提高 网络资源 利用率 。 ||| in the prior art , at any instant , the tcp directly from the server to the client via the forwarding device , it saves the server to forward the bandwidth between devices and , in turn , reduce the network congestion , increasing the network resource utilization .
采用 本发明 能够 不 需要 用户 再 去 搜索 频道 , 直接 通 类 信 接收 好友 喜爱 的 频道 并 保存 为 自己 的 频道 。 同样 , 如果 用户 更换 一个 新手机 , 同样 可以 把 原 手机 上 自己 保存 得 喜爱 频道 通过 彩信 分享 作为 新手机 的 频道 。 ||| by employing the present invention does not need to be able to again the user searches for channel , receives the buddy class directly on cells and save favorite channels to its own channel . similarly , if the user changes , a new handset may also be stored on the primary handset to its own favorite channel shared by the value of the channel as a new handset .
